WLK_ID,area,Melton,Elevation,Circularit,Relief_rat,Elongation,Form_facto,h_mean,forest,artifical,extent,pulse,rel_years,DFLOOD,DFLOW,FST,eco_unit,patchdensity
194454,0.11562443419,0.76068323653,0.578174554028,0.432927503632,0.34720733112,0.515038981121,0.208338763253,640.5840493799225,0.5528455284552846,0,0.058823529411764705,0.9833333333333335,0.06451612903225806,0,0,1,6,17.29738194189558
108532,3.99695590391,0.697654429371,0.736343511008,0.374601787763,0.24415063819,0.394886755059,0.122471494045,807.3014471173634,0.7658953044259716,2.2466861379465288e-4,0.10736286300968026,0.6398907103825138,0.5806451612903226,0,0,1,6,2.2517136081475906
110192,0.821155111164,1.03623842486,0.561540856323,0.334557243517,0.364182217613,0.396564745646,0.123514540637,1163.781784257514,0.6844978165938864,0,0.11483253588516747,0.8907407407407408,0.1935483870967742,1,0,0,2,4.8711868751933345
109860,4.59543310668,0.971805304566,0.442246225018,0.542453159859,0.487318482635,0.565833527521,0.251459029992,2104.3854742850967,0.3947935016637307,0,0.01983143282102132,0.9316666666666668,0.12903225806451613,0,2,0,1,2.828895492157851
102625,5.59166083975,0.13508393351,0.608030250973,0.529880656864,0.0722166136657,0.60323770756,0.285803039441,591.0162149606734,0.4172835532668169,0.001126488574187319,0.21442344774392597,0.5353717026378897,0.7741935483870968,0,0,1,4,7.868860658932099
101984,57.2888341887,0.0658963125646,0.469028594983,0.392671308224,0.0406600761913,0.696245072314,0.38072741514,475.93619618685494,0.6857317800734763,0.004003516814770622,0.17070769512558098,0.6238555078683836,0.9354838709677419,0,0,1,9,1.7455408443225855
102189,6.35352581703,0.210096830681,0.619175053309,0.527942195767,0.105457040365,0.566384209535,0.251948719419,568.6802745349067,0.7275427924741831,2.8292544914415053e-4,0.07310908030332491,0.8507092198581563,0.5161290322580645,1,0,1,5,3.777430153139594
103294,3.14081675377,0.155848231555,0.558115049515,0.534333186641,0.0755206154132,0.546787655325,0.234815782507,449.1941300575886,0.25974770642201833,5.733944954128441e-4,0.005518763796909493,1.0000000000000002,0.03225806451612903,0,0,1,4,5.094216331084838
108088,2.66670164019,0.839505808861,0.625733563615,0.557746933734,0.356452426956,0.479107456307,0.180283400432,1389.57439526096,0.7950185122854257,0,0.08128704487722269,0.7750000000000001,0.4838709677419355,0,0,1,1,1.8749754095639117
102229,2.21508407045,0.571144401614,0.641491797469,0.740906505621,0.330140926906,0.652241610131,0.33412339394,891.8948299801514,0.904549147034931,0,0.10911540188594522,0.7338820301783265,0.45161290322580644,0,0,1,4,0.9029002676154385
106334,1.39066404294,0.381465541311,0.607548684514,0.404489163716,0.138004428844,0.408218582311,0.1308806435,525.6092350455182,0.5491591203104786,0.03363518758085381,0.012956419316843345,0.9696969696969698,0.06451612903225806,0,0,1,5,7.909890282878763
104493,1.21466090094,0.672837666624,0.610766440132,0.583350394729,0.334376619453,0.560764698634,0.246973987365,949.875253259783,0.7477810650887574,0.0014792899408284023,0.04451038575667656,0.9229629629629631,0.1935483870967742,0,0,2,2,9.879300462140057
104558,0.447150555063,0.76822965773,0.550232278867,0.358729998236,0.419313478718,0.615889518333,0.297917151852,958.5732156396881,0.676829268292683,0,0.12612612612612611,0.8761904761904764,0.1935483870967742,0,0,2,2,6.7091496723677855
139735,12.8440581633,0.44226504148,0.4263270645,0.582436427487,0.217771900891,0.555615418578,0.242459083711,2274.8292779746735,0.1535982061523369,0,0.051094890510948905,0.855952380952381,0.2903225806451613,0,0,1,1,1.3235692165093889
102853,3.9675236708,0.250815748188,0.399689242776,0.509335997059,0.132931302388,0.598036261092,0.280895587213,781.7793582136079,0.9647457627118644,2.2598870056497175e-4,0.1332864839540876,0.7230228471001757,0.6774193548387096,0,0,3,4,0.7561391560381261
307941,57.0329589853,0.24425116257,0.52430063645,0.37927049308,0.153361606501,0.708492192987,0.394239394777,1937.956671890681,0.14538852578068265,0,0.035187035187035184,0.842902208201893,0.45161290322580644,0,0,2,2,2.6300581745839606
105656,17.9890297355,0.191446011969,0.474257368445,0.492370975216,0.0943977341931,0.556378456721,0.243125489138,1186.1294278439473,0.854594513566182,0,0.17049640413962464,0.4842478280749886,0.967741935483871,0,0,1,3,0.5558943504476925
106957,15.6724731213,0.323658910903,0.56094144077,0.51677617302,0.159065878228,0.554554863596,0.241534358566,1424.5067717133654,0.7575705437026841,0,0.08486637898402605,0.5608088016651801,0.8709677419354839,0,0,1,1,1.6589596165690124
315061,1.47499396457,1.25870884171,0.583750267541,0.248470483736,0.398331389298,0.357087220165,0.100147127328,1325.048107515179,0.3241758241758242,0,0.013182674199623353,1.0000000000000002,0.03225806451612903,0,0,1,4,11.52547088893069
101499,0.51941754831,1.0711456528,0.44084561859,0.433802399806,0.472495622818,0.497742035305,0.194580143803,935.519067014497,0.8206896551724138,0,0.2773109243697479,0.9025252525252527,0.22580645161290322,0,0,1,4,3.850466751666918
109800,1.60272590663,1.25968171654,0.389095443535,0.413066484182,0.546686457304,0.489702756861,0.188345383293,2401.0848537922175,0.13180033651149747,0,0.03404255319148936,0.9750000000000002,0.0967741935483871,1,0,0,1,3.1196850187025045
110270,8.12630455911,0.458951638671,0.570768719402,0.472723674263,0.179701245471,0.44181374377,0.153309237834,1239.480371898817,0.5159898196304084,0,0.08642504825219816,0.5488833746898265,0.7419354838709677,0,0,1,2,2.0919718029694243
110458,83.452932046,0.208831185637,0.550824348381,0.429974828248,0.0963847393404,0.520796410582,0.213022680922,1372.9681641941486,0.4723811370761822,0.002564185440167211,0.09478845934542138,0.42694898941289716,1,1,0,1,2,3.259322271026633
109477,3.85212392948,0.876166566971,0.395614752514,0.425662569174,0.362015146067,0.466224533547,0.170718319722,2262.482493930987,0.06353655687923382,0,0.12867647058823528,0.9219047619047621,0.12903225806451613,0,0,1,1,1.5575822870293643
108607,1.78737002511,0.220376888617,0.606774317033,0.499822547518,0.155795962246,0.797710318987,0.499781644114,479.1756941535082,0.581570996978852,0.0030211480362537764,0.07965367965367966,0.8485507246376813,0.25806451612903225,0,0,1,6,2.237924964504106
106492,4.51761615145,0.22865152164,0.586456996222,0.382914141158,0.103423266908,0.510386543396,0.204591841933,510.0990905154162,0.6932112283495919,1.9908421262193908e-4,0.007179781734635267,0.9440000000000002,0.12903225806451613,0,0,3,5,2.6562681727947184
104670,9.5732449642,0.35667277427,0.614675387458,0.730425232414,0.209652857518,0.663263175131,0.345510820257,1244.242216233209,0.6491787893007978,9.385265133740028e-5,0.07026167413618621,0.6267489711934158,0.7419354838709677,0,0,2,4,4.282769338225767
106847,1.71853898881,0.615457039927,0.638013784957,0.249541302176,0.191006941372,0.350192197721,0.0963169702447,929.701357313226,0.618848167539267,0,0.16243654822335024,0.734027777777778,0.45161290322580644,0,0,1,2,6.9826754459084945
102800,0.490376666208,0.230252105086,0.289791819221,0.487286059927,0.11774745667,0.577036101517,0.261514546756,426.36839260897796,0.23626373626373626,0,0,0,0,0,0,1,9,12.235492456027705
106102,0.376846380932,1.69025512182,0.634245481746,0.195270608504,0.432698445144,0.28886048315,0.0655339202043,1113.7402561732702,0.5880952380952381,0,0.11336032388663968,0.911904761904762,0.12903225806451613,0,0,1,4,13.268005885141363
107930,4.9206299246,0.232599671889,0.570415765577,0.526545626158,0.118245206771,0.573626896574,0.258433550728,918.583427736161,0.7172640819312363,3.65764447695684e-4,0.09382967873533911,0.7621376811594203,0.4838709677419355,0,0,2,3,2.641938166292149
109288,2.09952761085,1.03517044412,0.508502026505,0.422135015562,0.416688985353,0.454208457074,0.162031821373,1277.9218685614715,0.6106346483704974,0,0.20084269662921347,0.7750582750582751,0.3870967741935484,0,2,1,2,4.286678562115371
106201,2.37043559591,0.0967571252402,0.489719362468,0.66936377237,0.0584122706197,0.681202434513,0.364453616529,522.3573786832022,0.6559302766199318,0.0022735884804850324,0.07279029462738301,0.9111111111111113,0.1935483870967742,0,0,1,8,5.906087482045873
102003,0.305963734218,0.459160451167,0.460552461884,0.495729833965,0.286771346889,0.704735812345,0.390070012556,628.3308412444978,0.6932153392330384,0,0.06382978723404255,0.9555555555555557,0.0967741935483871,0,0,1,4,6.536722416176927
100865,16.5161914999,0.0943112184415,0.650850613666,0.712836068631,0.0650064268975,0.777764289876,0.47510092905,402.4993825716568,0.8014377518788803,0.008713647750789675,0.05470236477303615,0.576231884057971,0.7096774193548387,0,0,1,4,1.5136661499808457
110336,0.592174928797,0.447610415131,0.601884911469,0.595010592728,0.234765754613,0.591819979379,0.275086404157,794.9918467589683,0.5493171471927162,0,0.049723756906077346,0.9740740740740743,0.0967741935483871,2,0,0,2,6.7547608071249785
105161,19.4294120308,0.15445114776,0.518030050043,0.438137686748,0.0679586977613,0.496488241679,0.193601098195,915.1353080109845,0.5892096983157505,2.77623542476402e-4,0.04578294330139783,0.5329902801600914,0.7741935483870968,0,0,3,5,2.4190129853386404
104539,0.506701581427,1.24464389304,0.687184573473,0.354968913881,0.484545051474,0.439282709423,0.151557732868,908.2096104706134,0.7544169611307421,0,0.6932084309133489,0.808783783783784,0.45161290322580644,0,0,2,2,7.894192847661906
102458,3.6585167172,0.0982979092826,0.559865137821,0.627855607015,0.053365805608,0.612595565083,0.294738981294,340.3648980292993,0.3085995085995086,0.002702702702702703,0.026273885350318472,0.9737373737373739,0.06451612903225806,0,0,2,9,5.466696354282822
106446,14.4146744744,0.360139521597,0.607818261014,0.454867832232,0.157740511426,0.494228198311,0.191842542918,1172.641175288061,0.689349481832938,1.248595330253465e-4,0.19344321680854917,0.4794007490636705,0.9032258064516129,0,0,3,2,2.7055761869102732
108367,50.038860078,0.206784873873,0.566039506428,0.585297728606,0.129585343164,0.707118460108,0.392712053826,1273.0559068386963,0.6863858539390454,1.617308798159862e-4,0.1414807833280972,0.3550949913644216,0.9354838709677419,0,0,1,3,2.8777633977979207
101569,2.8427141076,0.178747432528,0.36615074274,0.690839270026,0.088005950236,0.555555285032,0.242406604479,481.0617654595175,0.1745029977911013,0.0041022404544020195,0,0,0,0,0,2,9,4.221317918646122
